5.567199737670485e+29,-290979271419857.75,465337589034636.0,-824208134594587.1,93882.40267402172,36.23084920825204,93774.29987073355
9.550188809698956e+29,-534908956820972.8,-892563962339309.8,-916501161738879.4,-94950.52549937273,51513.01048780701,-97772.47289389257
4.656918834549665e+29,96418759368762.0,503502804100175.25,-446467738793669.94,-42683.971074295645,81751.34449585283,-59414.03015270619
6.677062325600558e+29,836298301031686.5,63559296685485.375,777774908025453.2,-34913.84178919397,18962.760736621174,-31250.935523606167
5.935729132043264e+29,-978882422894238.8,704353444004417.0,-10832557750151.125,96731.84174678952,81512.727880447,73276.65224522073
1.3644593191305347e+29,-625357397152823.9,571354772039057.2,-627840945984354.0,3666.9589014296944,98909.24456688933,-25548.97512297824
8.617098935121848e+29,167656519505065.5,-641239735527647.1,-613797852410893.1,77752.66474784023,47587.66907459154,66329.40739946262
4.989964631232698e+29,58136717007016.125,371506286250559.25,-894702544819325.8,-78692.5527395176,9913.564614895658,44616.03236227867
8.542957726443932e+29,-548389424282584.0,-45304403290884.5,-663700681950580.0,22894.903888572488,-88807.6169951321,-21708.43252239762
1.9317141024881396e+29,-307654152719330.9,-458504950205313.56,-965588244159851.8,74356.96100387102,62348.37515549196,47598.37823538945
6.502826727532096e+29,-721318309373741.2,-402790538529002.9,-860325600308429.6,-13942.209893337917,1039.1527861510694,95613.35315241173
2.9955605382889238e+29,920595555709138.8,-777158508033307.5,-326990752493303.1,11532.897507909001,67601.18161923141,-52313.35990070041
2.3770454018177698e+29,-912169426181935.5,237350629515032.75,-96675177518918.5,90502.59757342894,16984.650082787062,66640.66967671912
9.44798965357676e+28,-49486947297491.5,4518257680362.0,69734063456647.875,89571.87174788106,13807.138645052502,89159.22136643951
9.102803943884986e+28,882108471230698.8,632093906630749.5,144255549098946.0,-34819.10534809394,-78588.2877210381,85094.46497669423
1.3005122454301656e+29,-263196968241990.62,-110496025386008.12,-887585877407076.4,61431.37719708748,-48584.74067329528,16838.386444308795
5.421657961372572e+28,-410072357113041.75,-799216418377743.5,-937268386101613.8,72364.88092533313,-6877.3397896499955,86544.70974313369
5.581713697577653e+29,-259109958615432.0,91780727662012.12,-792414974420762.9,-99464.42055896953,-52381.3533853132,93241.55362225787
9.737756651299803e+29,661939254912225.2,-155740337021706.25,-601301491976774.0,33731.42302164939,41269.12679835281,-63245.594122227565
1.0632516083149677e+29,120097829214256.0,323409467534850.75,-639341850716244.8,-1821.4008959060593,-77809.19902783912,34545.92746515194
7.162216319411247e+29,-656501582531658.5,-242192334445900.5,610437485595558.2,-44382.40089571688,-5499.435419598769,39693.80462989956
6.129030077102557e+29,-621651835784265.8,-806828834986378.1,-412640288741033.0,-99050.54053087583,-99121.47675084422,67808.51915379477
1.195959785739095e+29,-425139448123041.75,304735800955445.75,-141900032159551.12,11843.480566334707,-90137.65834581837,-76117.30146840465
5.3189295268199606e+29,474358566647937.0,707033969179683.5,-4468224677844.25,-75596.85147101624,-60701.75410674545,86940.50912385905
8.286440451585123e+29,583679910725896.0,-432938890407592.4,-844408019028319.9,-62294.53424401725,22804.66368747673,-89792.96060655569
8.456447046769643e+29,10697667382384.0,-897970859053069.0,513697397324247.25,-17288.862080105624,17404.57680270633,-88123.27406691083
6.77152497332218e+29,718559422617254.0,-227854643637813.0,-875926140507572.9,-74834.01161210117,69745.5232156021,-35047.7944416784
6.666643294553277e+29,-800028768291759.5,164459820557148.75,246032083227273.0,34270.8989982217,-81699.93734826293,-20913.881520178373
5.886137374380608e+29,-365345190851425.4,872303211171380.8,444968785814490.75,13235.907199673267,-37637.48128137059,-63121.04849200586
6.495130939224042e+29,129937211135689.75,123471466754348.88,975489929903635.0,11794.8401355026,3103.0015587607486,-5745.3873733188375
9.07896279907898e+29,684177778472587.5,-422691630622966.25,-419088007081646.5,-54973.25923506837,-34670.183711610705,-46701.309735499504
5.0774269509917406e+29,-285643506025955.25,-98823874151712.25,-932930296338869.5,84148.45036799295,-66572.02256250507,-70172.13098164817
2.7315622931093972e+29,403668741244539.75,711204912643938.5,-316609352830984.6,49497.77296697613,42899.38431697854,90514.24685321204
7.791883641989214e+29,-154622722138422.25,519515036125510.0,38566450379980.125,-93577.7488937966,42193.664665165474,5354.468371891126
2.6697869592784682e+29,839548576114842.5,357416745521647.25,-302435557908795.1,73021.40021438638,-47330.054994459504,-54069.16574984768
6.229775208316637e+29,-972566262934774.6,95173266710116.12,-273381767723539.75,49581.024839698046,-10256.467262606078,56747.53666793596
8.94101549758066e+29,857567934928588.0,-106871146243102.25,578010862125182.2,-1205.0927712512494,-15063.208398804636,84462.472042696
9.909113277549996e+29,-1060500892360.5,-572022039833953.5,870741987596110.5,16390.98549391207,-14579.205448478067,-62722.191818635365
7.474792790570844e+29,-377591637242326.75,-18367509661318.0,-390076737745134.0,25072.88545955156,-60868.695178854,39251.87553255304
8.20115399273403e+29,-245919510285467.25,-759844365830904.0,-717584995640119.5,-6577.596097506452,20969.051469186335,-86793.21730969874
5.0340373470126604e+29,901851330358367.2,937997616462052.2,883937415700910.0,84161.72427702506,46165.15012544629,17628.39002674949
5.173377711176011e+29,-795566060713311.2,-145634542744200.5,106741194325768.38,-32790.563334758466,32682.20837009643,58313.95921292386
4.197708957804928e+29,-412211349797019.0,666752631187214.8,176446481943147.5,-67969.61435144194,61937.572400923644,-53461.31909829501
6.249834275134019e+29,714101829413475.0,-586545792244546.0,-297327607355911.25,96525.37889462462,-56596.31371430818,-65870.52411576311
1.1049023310016062e+29,347680990544577.5,-536137242500431.4,231746993074258.75,-89968.31217503018,4731.41413206204,-94840.69491889187
6.305166756880181e+29,-521414039006657.3,494747004837376.0,-538573835777832.94,759.4783717430546,73531.4038545618,24287.245338330045
5.628126828248983e+28,-453995188985777.2,-675625788411515.2,-148477481276597.88,-83864.57814636205,59550.14280374721,98880.49144385013
6.795545589653969e+29,970744745329066.8,149277627413305.0,653387349785481.0,-30446.20888430116,85134.42883575577,-61848.24054015361
8.005792633644899e+29,-898195705008916.5,-551150609424567.5,-860414196578947.4,63666.42672764903,-63765.91957452273,38453.121500128036
8.710804383168835e+29,204143284884424.5,830303836296499.0,451047941406550.25,43506.09282033148,-65550.54599939792,1514.6993814420712
3.32189815513652e+29,345354607075845.0,266603771906565.0,-684092272933026.8,-43357.80877477824,-62885.790721868194,65220.854484285606
3.1737272294933004e+29,285165624919147.5,-410212199976893.1,-572691197459002.8,-52009.000214299725,-39216.47772787913,-68785.36226911473
7.604674339903196e+29,644848673442400.5,-773735268131780.4,-883900513812189.8,7249.690713259872,66426.25693081724,79054.06627625175
7.998986610313765e+29,-464564218674357.5,-816833850268267.2,-411049245899909.4,40770.137961596396,-4523.304549977387,32050.585094454436
7.302071406405238e+29,-839564851909151.2,-603167194609885.8,-484342373852301.8,-12911.723594645126,-12037.952064023251,-66777.79747855154
9.44764172793799e+29,373608116955504.5,-568770669490107.5,178591288489791.5,19981.592195336372,-34499.41889569763,-26816.951605269292
7.549369221204025e+29,466427204215215.0,959466739951726.8,-713794836180149.4,66846.02368336986,25771.17364308024,-90860.59378541714
4.287422837482092e+29,-227881348128226.88,459916569118613.25,-487329628602398.25,91659.55439334983,-43696.4726310729,69177.91929903402
3.8715480643990122e+28,-512105154218505.1,772801636603577.2,846530912995831.5,47897.50700755109,40008.45139383475,88353.6197229095
4.35438804769087e+29,791859928654038.5,847729040102351.8,-360103168693486.1,-32256.56399304136,59155.81427528025,16264.072321993386
2.1592696723591256e+29,4253154806029.625,-603511013513836.6,829360073328086.0,10384.460722701871,98094.55125033093,-9487.535954247738
6.40684738985165e+29,5719414003989.75,-677150041509683.8,597983512121090.2,-41128.11300123716,-26516.564390263797,-71459.22055657508
2.6642622593327585e+29,684451428752647.2,-360988158122894.25,-930397573610964.6,-75442.91814533912,-48801.16153892915,-21015.52136901494
5.120272459892681e+29,-722679579815343.4,-75107268709089.62,343737590206801.0,4734.290270818747,1584.051390741719,-48620.04324863705
9.57129192992116e+29,-691513716864763.4,135169785793159.25,-346376135248621.25,67567.97520410197,81878.76595323873,-7942.884380103904
4.2547537239351176e+29,-755695442227159.8,-291488538122046.6,579438612834727.5,29393.86074651619,-14411.183886944928,-75337.39232257576
7.085474671687901e+29,-631282604500444.2,-256347662707964.88,-881330731930320.2,-8968.10110706545,65306.40753809485,-21190.16780959413
7.85091748966677e+29,928271169254517.2,70584736762976.38,431330552864167.0,17497.441792950674,-61745.79960987448,-23383.740908441934
6.121435425335447e+29,-560199727312908.25,-537871325426186.9,-769048603024741.6,80662.72442988688,-98274.40737670989,31761.343332536984
8.062378816566531e+29,-401527210015419.5,923223830061973.2,-652995240936806.5,-51641.99056435237,35186.6383172473,-8448.25670812228
8.785389721503498e+29,-542512731270926.8,-781198978081918.2,696179616332909.8,-78568.18686274145,82155.49889234715,-70502.68097773213
1.0969297134970172e+29,-547218083008576.0,204236907663964.75,-423801297805371.1,-92254.25545644826,-78646.6145103886,-21991.48838802462
1.6925051985661805e+29,-532784557957866.06,-671443540020143.0,-491286198155952.2,22308.41124670187,80064.82706955262,-41194.960439383685
8.752137955014318e+29,686101647089189.8,131885417161263.0,68930386993215.875,84789.76581040665,-36925.5870957439,-13088.950974876323
7.959505735375745e+29,-410265191914247.5,-385646952907711.1,-776790709278064.8,-1750.162798602978,82915.7109990491,-84873.1023936196
3.271167385549437e+29,346676307891744.5,438646301591175.25,773811556023453.5,-54752.14849506891,53104.02662906979,67995.05827831916
8.619410110732913e+29,-481767964982131.8,-776229331398873.8,601137108199564.8,57843.22224160502,63649.72370690538,-59351.847802183474
5.6259287848863904e+29,-970839688203019.5,-933635054296754.9,-118977388780130.38,18030.407480377748,-34325.85109326296,18892.594751096767
5.812435081225747e+29,-216532107337173.12,-426870578027420.0,-162834792029407.38,36473.76065662637,24545.59636822682,-3428.921153180054
5.248438908229605e+29,10138842040513.125,-373429186022975.75,-569120022849793.5,7327.270820764359,-28900.1506084156,-44373.85290758009
8.994234411780696e+29,887405795705134.2,-261642727900850.62,-285811377215098.5,-6155.224366274895,53001.277422552346,19766.364453674076
